년월,시군구별,연료별,승용,승합,화물,특수,계
2019-07-01,서대문구,하이브리드(휘발유+전기),6,,,,6
2019-07-01,서대문구,휘발유,18629,14,30,,18673
2019-07-01,서대문구,휘발유,24,2,,,26
2019-07-01,서대문구,휘발유(무연),26286,11,23,,26320
2019-07-01,서대문구,휘발유(무연),320,,,,320
2019-07-01,서대문구,휘발유(유연),36,,,,36
2019-07-01,마포구,CNG,24,1,26,,51
2019-07-01,마포구,CNG,,290,1,,291
2019-07-01,마포구,경유,27550,2765,8959,119,39393
2019-07-01,마포구,경유,663,449,1907,119,3138
2019-07-01,마포구,기타연료,2,48,129,8,187
2019-07-01,마포구,기타연료,,,50,,50
2019-07-01,마포구,수소,8,,,,8
2019-07-01,마포구,엘피지,4935,605,840,,6380
2019-07-01,마포구,엘피지,2615,1,138,,2754
2019-07-01,마포구,전기,262,,,,262
2019-07-01,마포구,전기,12,,,,12
2019-07-01,마포구,하이브리드(LPG+전기),67,,,,67
2019-07-01,마포구,하이브리드(경유+전기),2,,,,2
2019-07-01,마포구,하이브리드(휘발유+전기),3138,,,,3138
2019-07-01,마포구,하이브리드(휘발유+전기),17,,,,17
2019-07-01,마포구,휘발유,26582,20,59,2,26663
2019-07-01,마포구,휘발유,49,,,,49
2019-07-01,마포구,휘발유(무연),34311,23,38,,34372
2019-07-01,마포구,휘발유(무연),792,,,,792
2019-07-01,마포구,휘발유(유연),35,,,,35
2019-07-01,양천구,CNG,21,3,16,,40
2019-07-01,양천구,CNG,,649,,,649
2019-07-01,양천구,경유,34473,3492,11566,146,49677
2019-07-01,양천구,경유,67,138,2485,408,3098
2019-07-01,양천구,기타연료,2,51,143,3,199
2019-07-01,양천구,기타연료,,,43,,43
2019-07-01,양천구,수소,2,,,,2
2019-07-01,양천구,수소,1,,,,1
2019-07-01,양천구,엘피지,8150,732,975,1,9858
2019-07-01,양천구,엘피지,4492,5,212,,4709
2019-07-01,양천구,전기,218,,1,,219
2019-07-01,양천구,전기,33,,1,,34
2019-07-01,양천구,하이브리드(LPG+전기),91,,,,91
2019-07-01,양천구,하이브리드(LPG+전기),2,,,,2
2019-07-01,양천구,하이브리드(경유+전기),3,,,,3
2019-07-01,양천구,하이브리드(휘발유+전기),3518,,,,3518
2019-07-01,양천구,하이브리드(휘발유+전기),2,,,,2
2019-07-01,양천구,휘발유,32977,14,39,,33030
2019-07-01,양천구,휘발유,10,,,,10
2019-07-01,양천구,휘발유(무연),44646,21,40,,44707
2019-07-01,양천구,휘발유(무연),103,,,,103
2019-07-01,양천구,휘발유(유연),37,,,,37
2019-07-01,강서구,CNG,39,6,13,,58
2019-07-01,강서구,CNG,2,391,,,393
2019-07-01,강서구,경유,46086,4924,16154,150,67314
2019-07-01,강서구,경유,984,1093,3284,255,5616
2019-07-01,강서구,기타연료,4,70,181,3,258
2019-07-01,강서구,기타연료,,,26,,26
2019-07-01,강서구,수소,4,,,,4
2019-07-01,강서구,엘피지,11689,989,1409,,14087
2019-07-01,강서구,엘피지,8032,25,302,1,8360
2019-07-01,강서구,전기,265,,1,,266
2019-07-01,강서구,전기,93,,,,93
2019-07-01,강서구,하이브리드(LPG+전기),111,,,,111
2019-07-01,강서구,하이브리드(경유+전기),2,,,,2
2019-07-01,강서구,하이브리드(휘발유+전기),4452,,,,4452
2019-07-01,강서구,하이브리드(휘발유+전기),3021,,,,3021
2019-07-01,강서구,휘발유,39684,21,52,,39757
2019-07-01,강서구,휘발유,118,2,,,120
2019-07-01,강서구,휘발유(무연),58900,29,37,1,58967
2019-07-01,강서구,휘발유(무연),732,1,,,733
2019-07-01,강서구,휘발유(유연),78,,,,78
2019-07-01,구로구,CNG,31,2,9,,42
2019-07-01,구로구,CNG,1,346,,,347
2019-07-01,구로구,경유,33615,4776,13667,169,52227
2019-07-01,구로구,경유,1581,338,2407,190,4516
2019-07-01,구로구,기타연료,,45,163,4,212
2019-07-01,구로구,기타연료,,,27,,27
2019-07-01,구로구,수소,4,,,,4
2019-07-01,구로구,엘피지,7580,668,915,1,9164
2019-07-01,구로구,엘피지,5695,7,259,,5961
2019-07-01,구로구,전기,167,,,,167
2019-07-01,구로구,전기,41,,1,,42
2019-07-01,구로구,하이브리드(LPG+전기),105,,,,105
2019-07-01,구로구,하이브리드(휘발유+전기),2783,,,,2783
2019-07-01,구로구,하이브리드(휘발유+전기),120,,,,120
2019-07-01,구로구,휘발유,25502,14,42,,25558
2019-07-01,구로구,휘발유,248,,,,248
2019-07-01,구로구,휘발유(무연),39500,16,28,,39544
2019-07-01,구로구,휘발유(무연),2775,,,,2775
2019-07-01,구로구,휘발유(유연),42,,,,42
2019-07-01,구로구,휘발유(유연),3,,,,3
2019-07-01,금천구,CNG,19,2,5,,26
2019-07-01,금천구,CNG,,394,,,394
2019-07-01,금천구,경유,21278,3282,10300,72,34932
2019-07-01,금천구,경유,239,94,2078,84,2495
2019-07-01,금천구,기타연료,1,30,71,2,104
2019-07-01,금천구,기타연료,,,35,,35
2019-07-01,금천구,수소,1,,,,1
2019-07-01,금천구,엘피지,4291,467,707,1,5466
2019-07-01,금천구,엘피지,2496,3,173,,2672
2019-07-01,금천구,전기,126,,4,,130
2019-07-01,금천구,전기,35,,1,,36
2019-07-01,금천구,하이브리드(LPG+전기),59,,,,59
2019-07-01,금천구,하이브리드(LPG+전기),3,,,,3
2019-07-01,금천구,하이브리드(경유+전기),,1,,,1
2019-07-01,금천구,하이브리드(휘발유+전기),1574,,,,1574
2019-07-01,금천구,하이브리드(휘발유+전기),18,,,,18
2019-07-01,금천구,휘발유,14478,10,34,1,14523
2019-07-01,금천구,휘발유,11,,,,11
2019-07-01,금천구,휘발유(무연),24688,9,17,,24714
2019-07-01,금천구,휘발유(무연),236,1,,,237
2019-07-01,금천구,휘발유(유연),42,,,,42
2019-07-01,금천구,휘발유(유연),1,,,,1
2019-07-01,영등포구,CNG,10,3,23,,36
2019-07-01,영등포구,CNG,1,75,,,76
2019-07-01,영등포구,경유,33259,4308,13994,560,52121
2019-07-01,영등포구,경유,566,130,3756,628,5080
2019-07-01,영등포구,기타연료,4,44,134,3,185
2019-07-01,영등포구,기타연료,,,211,2,213
2019-07-01,영등포구,수소,6,,,,6
2019-07-01,영등포구,엘피지,5962,588,965,5,7520
2019-07-01,영등포구,엘피지,2616,2,271,,2889
2019-07-01,영등포구,전기,421,,,,421
2019-07-01,영등포구,전기,392,,,,392
2019-07-01,영등포구,하이브리드(LPG+전기),84,,,,84
2019-07-01,영등포구,하이브리드(LPG+전기),25,,,,25
2019-07-01,영등포구,하이브리드(경유+전기),3,,,,3
2019-07-01,영등포구,하이브리드(휘발유+전기),3485,,,,3485
2019-07-01,영등포구,하이브리드(휘발유+전기),235,,,,235
2019-07-01,영등포구,휘발유,29107,17,58,,29182
2019-07-01,영등포구,휘발유,44,,,,44
2019-07-01,영등포구,휘발유(무연),40065,24,37,,40126
2019-07-01,영등포구,휘발유(무연),681,,,,681
2019-07-01,영등포구,휘발유(유연),64,,,,64
2019-07-01,영등포구,휘발유(유연),1,,,,1
2019-07-01,동작구,CNG,16,,6,,22
2019-07-01,동작구,CNG,,56,,,56
2019-07-01,동작구,경유,25423,2604,6863,91,34981
2019-07-01,동작구,경유,14,75,1001,280,1370
2019-07-01,동작구,기타연료,2,33,68,2,105
2019-07-01,동작구,기타연료,,,5,,5
2019-07-01,동작구,수소,3,,,,3
2019-07-01,동작구,엘피지,5719,487,647,1,6854
2019-07-01,동작구,엘피지,1116,,136,,1252
2019-07-01,동작구,전기,206,,2,,208
2019-07-01,동작구,전기,12,,,,12
2019-07-01,동작구,하이브리드(LPG+전기),76,,,,76
2019-07-01,동작구,하이브리드(LPG+전기),1,,,,1
2019-07-01,동작구,하이브리드(경유+전기),2,,,,2
2019-07-01,동작구,하이브리드(휘발유+전기),3000,,,,3000
2019-07-01,동작구,하이브리드(휘발유+전기),1,,,,1
2019-07-01,동작구,휘발유,24352,14,24,,24390
2019-07-01,동작구,휘발유(무연),33629,12,21,,33662
2019-07-01,동작구,휘발유(무연),12,,,,12
2019-07-01,동작구,휘발유(유연),38,,,,38
2019-07-01,관악구,CNG,19,10,10,1,40
2019-07-01,관악구,CNG,3,241,,,244
2019-07-01,관악구,경유,28642,3618,9412,82,41754
2019-07-01,관악구,경유,177,47,1724,182,2130
2019-07-01,관악구,기타연료,,27,94,1,122
2019-07-01,관악구,기타연료,,,11,,11
2019-07-01,관악구,수소,2,,,,2
2019-07-01,관악구,엘피지,7098,677,936,1,8712
2019-07-01,관악구,엘피지,2830,1,271,,3102
2019-07-01,관악구,전기,174,,,,174
2019-07-01,관악구,전기,13,,,,13
2019-07-01,관악구,하이브리드(LPG+전기),111,,,,111
2019-07-01,관악구,하이브리드(경유+전기),2,,,,2
2019-07-01,관악구,하이브리드(휘발유+전기),2728,,,,2728
2019-07-01,관악구,하이브리드(휘발유+전기),10,,,,10
2019-07-01,관악구,휘발유,24079,14,33,,24126
2019-07-01,관악구,휘발유,10,,,,10
2019-07-01,관악구,휘발유(무연),37071,16,29,,37116
2019-07-01,관악구,휘발유(무연),162,,,,162
2019-07-01,관악구,휘발유(유연),51,,,,51
2019-07-01,서초구,CNG,32,3,28,1,64
2019-07-01,서초구,CNG,,487,,,487
2019-07-01,서초구,경유,38776,3387,10782,166,53111
2019-07-01,서초구,경유,2488,289,4828,168,7773
2019-07-01,서초구,기타연료,6,83,194,16,299
2019-07-01,서초구,기타연료,,,89,,89
2019-07-01,서초구,수소,28,,,,28
2019-07-01,서초구,수소,1,1,,,2
2019-07-01,서초구,엘피지,4681,608,753,1,6043
2019-07-01,서초구,엘피지,1898,5,141,,2044
2019-07-01,서초구,전기,731,1,10,,742
2019-07-01,서초구,전기,62,,,,62
2019-07-01,서초구,하이브리드(LPG+전기),71,,,,71
2019-07-01,서초구,하이브리드(경유+전기),3,,,,3
2019-07-01,서초구,하이브리드(휘발유+전기),6671,,,,6671
2019-07-01,서초구,하이브리드(휘발유+전기),232,,,,232
2019-07-01,서초구,휘발유,50027,48,69,1,50145
2019-07-01,서초구,휘발유,1458,6,,,1464
2019-07-01,서초구,휘발유(무연),50851,33,49,1,50934
2019-07-01,서초구,휘발유(무연),1404,,,,1404
2019-07-01,서초구,휘발유(유연),71,,,,71
2019-07-01,강남구,CNG,46,2,34,,82
2019-07-01,강남구,CNG,,195,,,195
2019-07-01,강남구,경유,50005,4143,12770,218,67136
2019-07-01,강남구,경유,2239,585,1640,163,4627
2019-07-01,강남구,기타연료,14,98,173,16,301
2019-07-01,강남구,기타연료,,1,294,,295
2019-07-01,강남구,수소,27,,,,27
2019-07-01,강남구,수소,1,,,,1
2019-07-01,강남구,엘피지,6073,857,1006,1,7937
2019-07-01,강남구,엘피지,4255,57,77,,4389
2019-07-01,강남구,전기,625,,1,,626
2019-07-01,강남구,전기,4283,,,,4283
2019-07-01,강남구,하이브리드(LPG+전기),104,,,,104
2019-07-01,강남구,하이브리드(경유+전기),5,,,,5
2019-07-01,강남구,하이브리드(휘발유+전기),9812,,,,9812
2019-07-01,강남구,하이브리드(휘발유+전기),1119,,,,1119
2019-07-01,강남구,휘발유,66839,48,119,5,67011
2019-07-01,강남구,휘발유,343,2,,,345
2019-07-01,강남구,휘발유(무연),61905,55,105,2,62067
2019-07-01,강남구,휘발유(무연),3428,,,,3428
2019-07-01,강남구,휘발유(유연),78,,,,78
2019-07-01,강남구,휘발유(유연),1,,,,1
2019-07-01,송파구,CNG,54,,33,,87
2019-07-01,송파구,CNG,6,888,,,894
2019-07-01,송파구,경유,54869,4406,20088,141,79504
2019-07-01,송파구,경유,392,716,4256,261,5625
2019-07-01,송파구,기타연료,2,94,261,8,365
2019-07-01,송파구,기타연료,,,50,,50
2019-07-01,송파구,수소,9,,,,9
2019-07-01,송파구,엘피지,9573,938,1460,1,11972
2019-07-01,송파구,엘피지,5596,13,397,,6006
2019-07-01,송파구,전기,450,,6,,456
2019-07-01,송파구,전기,28,,,,28
2019-07-01,송파구,하이브리드(CNG+전기),,4,,,4
2019-07-01,송파구,하이브리드(LPG+전기),158,,,,158
2019-07-01,송파구,하이브리드(경유+전기),7,,,,7
2019-07-01,송파구,하이브리드(휘발유+전기),6873,,,,6873
2019-07-01,송파구,하이브리드(휘발유+전기),8,,,,8
2019-07-01,송파구,휘발유,57214,24,78,,57316
2019-07-01,송파구,휘발유,68,,,,68
2019-07-01,송파구,휘발유(무연),70285,32,48,,70365
2019-07-01,송파구,휘발유(무연),390,,,,390
2019-07-01,송파구,휘발유(유연),103,,,,103
2019-07-01,송파구,휘발유(유연),1,,,,1
2019-07-01,강동구,CNG,37,,21,,58
2019-07-01,강동구,CNG,1,191,,,192
2019-07-01,강동구,경유,31113,3263,11685,62,46123
2019-07-01,강동구,경유,299,342,2079,225,2945
2019-07-01,강동구,기타연료,6,59,136,4,205
2019-07-01,강동구,기타연료,,,41,,41
2019-07-01,강동구,수소,3,,,,3
2019-07-01,강동구,엘피지,7785,738,1023,,9546
2019-07-01,강동구,엘피지,5161,6,274,,5441
2019-07-01,강동구,전기,216,,,,216
2019-07-01,강동구,전기,43,10,,,53
2019-07-01,강동구,하이브리드(CNG+전기),,2,,,2
2019-07-01,강동구,하이브리드(LPG+전기),77,,,,77
2019-07-01,강동구,하이브리드(경유+전기),1,,,,1
2019-07-01,강동구,하이브리드(휘발유+전기),3213,,,,3213
2019-07-01,강동구,하이브리드(휘발유+전기),23,,,,23
2019-07-01,강동구,휘발유,27367,18,42,,27427
2019-07-01,강동구,휘발유,64,,,,64
2019-07-01,강동구,휘발유(무연),39463,17,32,,39512
2019-07-01,강동구,휘발유(무연),248,,,,248
2019-07-01,강동구,휘발유(유연),51,,,,51
2019-08-01,종로구,CNG,7,2,16,,25
2019-08-01,종로구,CNG,,91,,,91
2019-08-01,종로구,경유,10765,3340,3939,123,18167
2019-08-01,종로구,경유,59,227,595,49,930
2019-08-01,종로구,기타연료,2,22,51,8,83
2019-08-01,종로구,기타연료,,,91,,91
2019-08-01,종로구,수소,10,,,,10
2019-08-01,종로구,엘피지,1658,222,330,,2210
2019-08-01,종로구,엘피지,224,,118,,342
2019-08-01,종로구,전기,162,,4,,166
2019-08-01,종로구,하이브리드(LPG+전기),40,,,,40
2019-08-01,종로구,하이브리드(경유+전기),1,,,,1
2019-08-01,종로구,하이브리드(휘발유+전기),1417,,,,1417
2019-08-01,종로구,하이브리드(휘발유+전기),9,,,,9
2019-08-01,종로구,휘발유,11355,39,50,1,11445
2019-08-01,종로구,휘발유,6,,,,6
2019-08-01,종로구,휘발유(무연),14914,27,14,1,14956
2019-08-01,종로구,휘발유(무연),197,,,,197
2019-08-01,종로구,휘발유(유연),10,,,,10
2019-08-01,중구,CNG,7,2,11,,20
2019-08-01,중구,CNG,,14,,,14
2019-08-01,중구,경유,11784,2567,4816,82,19249
2019-08-01,중구,경유,654,351,1571,121,2697
2019-08-01,중구,기타연료,4,28,82,17,131
2019-08-01,중구,기타연료,,,151,,151
2019-08-01,중구,수소,3,,,,3
2019-08-01,중구,엘피지,1423,311,414,,2148
2019-08-01,중구,엘피지,842,1,54,,897
2019-08-01,중구,전기,213,2,4,,219
2019-08-01,중구,전기,38,,,,38
2019-08-01,중구,하이브리드(LPG+전기),28,,,,28
2019-08-01,중구,하이브리드(경유+전기),13,,,,13
2019-08-01,중구,하이브리드(휘발유+전기),1231,,,,1231
2019-08-01,중구,하이브리드(휘발유+전기),226,,,,226
2019-08-01,중구,휘발유,11134,15,19,,11168
2019-08-01,중구,휘발유,152,,,,152
2019-08-01,중구,휘발유(무연),12626,13,28,,12667
2019-08-01,중구,휘발유(무연),605,,,,605
2019-08-01,중구,휘발유(유연),15,,,,15
2019-08-01,용산구,CNG,2,1,26,1,30
2019-08-01,용산구,CNG,,3,,,3
2019-08-01,용산구,경유,18246,1928,5268,63,25505
2019-08-01,용산구,경유,108,65,985,42,1200
2019-08-01,용산구,기타연료,153,27,93,6,279
2019-08-01,용산구,기타연료,,,3,,3
2019-08-01,용산구,수소,3,,,,3
2019-08-01,용산구,엘피지,2545,371,451,,3367
2019-08-01,용산구,엘피지,699,18,75,,792
2019-08-01,용산구,전기,267,,,,267
2019-08-01,용산구,전기,1,,1,,2
2019-08-01,용산구,하이브리드(LPG+전기),34,,,,34
2019-08-01,용산구,하이브리드(경유+전기),1,,,,1
2019-08-01,용산구,하이브리드(휘발유+전기),2087,,,,2087
2019-08-01,용산구,하이브리드(휘발유+전기),11,,,,11
2019-08-01,용산구,휘발유,21773,20,42,,21835
2019-08-01,용산구,휘발유,39,5,,,44
2019-08-01,용산구,휘발유(무연),21050,29,18,,21097
2019-08-01,용산구,휘발유(무연),190,,,,190
2019-08-01,용산구,휘발유(유연),23,,,,23
2019-08-01,성동구,CNG,16,4,16,,36
2019-08-01,성동구,CNG,,455,,,455
2019-08-01,성동구,경유,25457,2206,8432,78,36173
2019-08-01,성동구,경유,1005,1920,1377,101,4403
2019-08-01,성동구,기타연료,2,60,90,1,153
2019-08-01,성동구,기타연료,,,5,,5
2019-08-01,성동구,수소,4,,,,4
2019-08-01,성동구,엘피지,4268,481,782,,5531
2019-08-01,성동구,엘피지,2946,27,252,,3225
2019-08-01,성동구,전기,249,,2,,251
2019-08-01,성동구,전기,297,,,,297
2019-08-01,성동구,하이브리드(LPG+전기),57,,,,57
2019-08-01,성동구,하이브리드(LPG+전기),16,,,,16
2019-08-01,성동구,하이브리드(경유+전기),3,,,,3
2019-08-01,성동구,하이브리드(휘발유+전기),2670,,,,2670
2019-08-01,성동구,하이브리드(휘발유+전기),29,,,,29
2019-08-01,성동구,휘발유,22059,9,32,,22100
2019-08-01,성동구,휘발유,361,8,,,369
2019-08-01,성동구,휘발유(무연),27912,17,11,,27940
2019-08-01,성동구,휘발유(무연),2853,,,,2853
2019-08-01,성동구,휘발유(유연),42,,,,42
2019-08-01,광진구,CNG,14,1,13,,28
2019-08-01,광진구,CNG,,41,,,41
2019-08-01,광진구,경유,23590,2408,9933,38,35969
2019-08-01,광진구,경유,451,290,1277,179,2197
2019-08-01,광진구,기타연료,,41,91,,132
2019-08-01,광진구,기타연료,,,4,,4
2019-08-01,광진구,수소,1,,,,1
2019-08-01,광진구,수소,1,,,,1
2019-08-01,광진구,엘피지,4683,523,729,1,5936
2019-08-01,광진구,엘피지,2303,3,250,60,2616
2019-08-01,광진구,전기,159,,,,159
2019-08-01,광진구,전기,7,,,,7
2019-08-01,광진구,하이브리드(LPG+전기),60,,,,60
2019-08-01,광진구,하이브리드(경유+전기),1,,,,1
2019-08-01,광진구,하이브리드(휘발유+전기),2257,,,,2257
2019-08-01,광진구,하이브리드(휘발유+전기),26,,,,26
2019-08-01,광진구,휘발유,20648,6,25,,20679
2019-08-01,광진구,휘발유,253,1,,,254
2019-08-01,광진구,휘발유(무연),28575,22,26,,28623
2019-08-01,광진구,휘발유(무연),396,,,,396
2019-08-01,광진구,휘발유(유연),41,,,,41
2019-08-01,동대문구,CNG,11,2,18,,31
2019-08-01,동대문구,CNG,,21,,,21
2019-08-01,동대문구,경유,23493,2964,9662,81,36200
2019-08-01,동대문구,경유,257,104,1814,93,2268
2019-08-01,동대문구,기타연료,3,37,112,3,155
2019-08-01,동대문구,기타연료,,,7,,7
2019-08-01,동대문구,수소,2,,,,2
2019-08-01,동대문구,엘피지,5210,578,978,2,6768
2019-08-01,동대문구,엘피지,2327,5,331,,2663
2019-08-01,동대문구,전기,136,,1,,137
2019-08-01,동대문구,전기,7,,1,,8
2019-08-01,동대문구,하이브리드(LPG+전기),63,,,,63
2019-08-01,동대문구,하이브리드(휘발유+전기),1898,,,,1898
2019-08-01,동대문구,하이브리드(휘발유+전기),45,,,,45
2019-08-01,동대문구,휘발유,19377,8,42,,19427
2019-08-01,동대문구,휘발유,143,,,,143
2019-08-01,동대문구,휘발유(무연),27938,28,27,,27993
2019-08-01,동대문구,휘발유(무연),184,,,,184
2019-08-01,동대문구,휘발유(유연),35,,,,35
2019-08-01,중랑구,CNG,19,2,11,,32
2019-08-01,중랑구,CNG,,360,,,360
2019-08-01,중랑구,경유,26500,3356,11313,97,41266
2019-08-01,중랑구,경유,194,181,2351,315,3041
2019-08-01,중랑구,기타연료,2,46,87,5,140
2019-08-01,중랑구,기타연료,,,17,,17
2019-08-01,중랑구,수소,2,,,,2
2019-08-01,중랑구,엘피지,7021,750,1091,,8862
2019-08-01,중랑구,엘피지,5331,5,353,,5689
2019-08-01,중랑구,전기,159,,,,159
2019-08-01,중랑구,전기,15,,,,15
2019-08-01,중랑구,하이브리드(LPG+전기),57,,,,57
2019-08-01,중랑구,하이브리드(경유+전기),1,,,,1
2019-08-01,중랑구,하이브리드(휘발유+전기),1785,,,,1785
2019-08-01,중랑구,하이브리드(휘발유+전기),11,,,,11
2019-08-01,중랑구,휘발유,19510,12,34,,19556
2019-08-01,중랑구,휘발유,24,,,,24
2019-08-01,중랑구,휘발유(무연),31466,16,31,1,31514
2019-08-01,중랑구,휘발유(무연),401,,,,401
2019-08-01,중랑구,휘발유(유연),28,,,,28
2019-08-01,성북구,CNG,17,2,6,,25
2019-08-01,성북구,CNG,,762,,,762
2019-08-01,성북구,경유,29614,3242,8383,71,41310
2019-08-01,성북구,경유,58,384,1344,102,1888
2019-08-01,성북구,기타연료,2,46,130,4,182
2019-08-01,성북구,기타연료,,,6,,6
2019-08-01,성북구,수소,4,,,,4
2019-08-01,성북구,엘피지,6233,623,794,,7650
2019-08-01,성북구,엘피지,2440,2,301,,2743
2019-08-01,성북구,전기,201,,1,,202
2019-08-01,성북구,전기,26,19,,,45
2019-08-01,성북구,하이브리드(CNG+전기),,3,,,3
2019-08-01,성북구,하이브리드(LPG+전기),63,,,,63
2019-08-01,성북구,하이브리드(경유+전기),1,,,,1
2019-08-01,성북구,하이브리드(휘발유+전기),2714,,,,2714
2019-08-01,성북구,휘발유,24713,15,36,,24764
2019-08-01,성북구,휘발유,4,,,,4
2019-08-01,성북구,휘발유(무연),35996,21,16,,36033
2019-08-01,성북구,휘발유(무연),42,,,,42
2019-08-01,성북구,휘발유(유연),39,,,,39
2019-08-01,강북구,CNG,15,1,7,,23
2019-08-01,강북구,CNG,,677,1,,678
2019-08-01,강북구,경유,18114,2506,7115,51,27786
2019-08-01,강북구,경유,27,43,1042,102,1214
2019-08-01,강북구,기타연료,1,18,64,1,84
2019-08-01,강북구,기타연료,,,1,,1
2019-08-01,강북구,수소,2,,,,2
2019-08-01,강북구,엘피지,5163,583,729,,6475
2019-08-01,강북구,엘피지,2378,3,219,,2600
2019-08-01,강북구,전기,110,,,,110
2019-08-01,강북구,전기,21,,1,,22
2019-08-01,강북구,하이브리드(LPG+전기),50,,,,50
2019-08-01,강북구,하이브리드(경유+전기),3,,,,3
2019-08-01,강북구,하이브리드(휘발유+전기),1259,,,,1259
2019-08-01,강북구,하이브리드(휘발유+전기),1,,,,1
2019-08-01,강북구,휘발유,13595,11,24,1,13631
2019-08-01,강북구,휘발유,4,,,,4
2019-08-01,강북구,휘발유(무연),22317,17,10,,22344
2019-08-01,강북구,휘발유(무연),41,,,,41
2019-08-01,강북구,휘발유(유연),23,,,,23
2019-08-01,도봉구,CNG,18,2,4,,24
2019-08-01,도봉구,CNG,,340,,,340
2019-08-01,도봉구,경유,22370,2674,8180,77,33301
2019-08-01,도봉구,경유,59,86,1522,160,1827
2019-08-01,도봉구,기타연료,1,48,86,,135
2019-08-01,도봉구,기타연료,,,8,,8
2019-08-01,도봉구,수소,1,,,,1
2019-08-01,도봉구,엘피지,6107,583,777,1,7468
2019-08-01,도봉구,엘피지,4806,12,301,,5119
2019-08-01,도봉구,전기,133,,,,133
2019-08-01,도봉구,전기,37,,,,37
2019-08-01,도봉구,하이브리드(CNG+전기),,8,,,8
2019-08-01,도봉구,하이브리드(LPG+전기),65,,,,65
2019-08-01,도봉구,하이브리드(경유+전기),1,,,,1
2019-08-01,도봉구,하이브리드(휘발유+전기),1721,,,,1721
2019-08-01,도봉구,하이브리드(휘발유+전기),5,,,,5
2019-08-01,도봉구,휘발유,17666,8,23,,17697
2019-08-01,도봉구,휘발유,52,,,,52
2019-08-01,도봉구,휘발유(무연),28777,13,19,,28809
2019-08-01,도봉구,휘발유(무연),58,,,,58
2019-08-01,도봉구,휘발유(유연),34,,,,34
2019-08-01,노원구,CNG,36,5,8,,49
2019-08-01,노원구,CNG,,591,,,591
2019-08-01,노원구,경유,36095,3801,10143,81,50120
2019-08-01,노원구,경유,120,269,1686,264,2339
2019-08-01,노원구,기타연료,2,61,138,2,203
2019-08-01,노원구,기타연료,,,14,,14
2019-08-01,노원구,수소,1,,,,1
2019-08-01,노원구,엘피지,10208,749,961,1,11919
2019-08-01,노원구,엘피지,5798,6,341,,6145
2019-08-01,노원구,전기,215,1,,,216
2019-08-01,노원구,전기,14,,,,14
2019-08-01,노원구,하이브리드(CNG+전기),,31,,,31
2019-08-01,노원구,하이브리드(LPG+전기),107,,,,107
2019-08-01,노원구,하이브리드(경유+전기),3,,,,3
2019-08-01,노원구,하이브리드(휘발유+전기),3263,,,,3263
2019-08-01,노원구,하이브리드(휘발유+전기),3,,,,3
2019-08-01,노원구,휘발유,29665,6,40,,29711
2019-08-01,노원구,휘발유,42,,,,42
2019-08-01,노원구,휘발유(무연),47545,24,16,,47585
2019-08-01,노원구,휘발유(무연),195,,,,195
2019-08-01,노원구,휘발유(유연),51,,,,51
2019-08-01,은평구,CNG,14,3,12,,29
2019-08-01,은평구,CNG,3,715,,,718
2019-08-01,은평구,경유,30290,3513,10208,82,44093
2019-08-01,은평구,경유,68,56,1658,190,1972
2019-08-01,은평구,기타연료,2,42,116,5,165
2019-08-01,은평구,기타연료,,,1,,1
2019-08-01,은평구,수소,6,,,,6
2019-08-01,은평구,엘피지,7651,773,899,,9323
2019-08-01,은평구,엘피지,4043,6,250,,4299
2019-08-01,은평구,전기,187,,,1,188
2019-08-01,은평구,전기,12,,,,12
2019-08-01,은평구,하이브리드(CNG+전기),,1,,,1
2019-08-01,은평구,하이브리드(LPG+전기),108,,,,108
2019-08-01,은평구,하이브리드(경유+전기),2,,,,2
2019-08-01,은평구,하이브리드(휘발유+전기),2764,,,,2764
2019-08-01,은평구,하이브리드(휘발유+전기),2,,,,2
2019-08-01,은평구,휘발유,26139,11,41,,26191
2019-08-01,은평구,휘발유,5,,1,,6
2019-08-01,은평구,휘발유(무연),39913,23,26,,39962
2019-08-01,은평구,휘발유(무연),83,,,,83
2019-08-01,은평구,휘발유(유연),38,,,,38
2019-08-01,서대문구,CNG,9,10,14,,33
2019-08-01,서대문구,CNG,2,281,,,283
2019-08-01,서대문구,경유,20087,2426,6000,72,28585
2019-08-01,서대문구,경유,263,158,1676,230,2327
2019-08-01,서대문구,기타연료,2,39,65,1,107
2019-08-01,서대문구,기타연료,,,44,,44
2019-08-01,서대문구,수소,6,,,,6
2019-08-01,서대문구,엘피지,4354,389,549,,5292
2019-08-01,서대문구,엘피지,2853,9,125,,2987
2019-08-01,서대문구,전기,163,,,,163
2019-08-01,서대문구,전기,14,,,,14
2019-08-01,서대문구,하이브리드(CNG+전기),,2,,,2
2019-08-01,서대문구,하이브리드(LPG+전기),59,,,,59
2019-08-01,서대문구,하이브리드(경유+전기),1,,,,1
2019-08-01,서대문구,하이브리드(휘발유+전기),2136,,,,2136
2019-08-01,서대문구,하이브리드(휘발유+전기),6,,,,6
2019-08-01,서대문구,휘발유,18574,14,28,,18616
2019-08-01,서대문구,휘발유,24,2,,,26
2019-08-01,서대문구,휘발유(무연),26307,11,23,,26341
2019-08-01,서대문구,휘발유(무연),327,,,,327
2019-08-01,서대문구,휘발유(유연),34,,,,34
2019-08-01,마포구,CNG,23,1,26,,50
2019-08-01,마포구,CNG,,290,1,,291
