년월,시군구별,연료별,승용,승합,화물,특수,계
2019-10-01,용산구,경유,119,65,999,43,1226
2019-10-01,용산구,기타연료,145,30,91,5,271
2019-10-01,용산구,기타연료,,,3,,3
2019-10-01,용산구,수소,7,,,,7
2019-10-01,용산구,엘피지,2502,358,443,,3303
2019-10-01,용산구,엘피지,689,18,76,,783
2019-10-01,용산구,전기,275,1,,,276
2019-10-01,용산구,전기,1,,1,,2
2019-10-01,용산구,하이브리드(LPG+전기),32,,,,32
2019-10-01,용산구,하이브리드(경유+전기),1,,,,1
2019-10-01,용산구,하이브리드(휘발유+전기),2129,,,,2129
2019-10-01,용산구,하이브리드(휘발유+전기),12,,,,12
2019-10-01,용산구,휘발유,21774,20,42,,21836
2019-10-01,용산구,휘발유,40,4,,,44
2019-10-01,용산구,휘발유(무연),20994,29,17,,21040
2019-10-01,용산구,휘발유(무연),198,,,,198
2019-10-01,용산구,휘발유(유연),23,,,,23
2019-10-01,성동구,CNG,16,4,16,,36
2019-10-01,성동구,CNG,,455,,,455
2019-10-01,성동구,경유,25339,2132,8329,78,35878
2019-10-01,성동구,경유,1024,2178,1381,100,4683
2019-10-01,성동구,기타연료,2,69,93,1,165
2019-10-01,성동구,기타연료,,,5,,5
2019-10-01,성동구,수소,9,,,,9
2019-10-01,성동구,엘피지,4204,461,765,,5430
2019-10-01,성동구,엘피지,2962,73,244,,3279
2019-10-01,성동구,전기,260,,2,,262
2019-10-01,성동구,전기,298,,,,298
2019-10-01,성동구,하이브리드(LPG+전기),56,,,,56
2019-10-01,성동구,하이브리드(LPG+전기),16,,,,16
2019-10-01,성동구,하이브리드(경유+전기),2,,,,2
2019-10-01,성동구,하이브리드(휘발유+전기),2687,,,,2687
2019-10-01,성동구,하이브리드(휘발유+전기),35,,,,35
2019-10-01,성동구,휘발유,22002,8,31,,22041
2019-10-01,성동구,휘발유,311,5,,,316
2019-10-01,성동구,휘발유(무연),27958,16,10,,27984
2019-10-01,성동구,휘발유(무연),2858,,,,2858
2019-10-01,성동구,휘발유(유연),42,,,,42
2019-10-01,광진구,CNG,13,1,13,,27
2019-10-01,광진구,CNG,,41,,,41
2019-10-01,광진구,경유,23440,2385,9865,34,35724
2019-10-01,광진구,경유,463,291,1284,177,2215
2019-10-01,광진구,기타연료,,41,88,,129
2019-10-01,광진구,기타연료,,,4,,4
2019-10-01,광진구,수소,8,,,,8
2019-10-01,광진구,수소,1,,,,1
2019-10-01,광진구,엘피지,4631,512,723,1,5867
2019-10-01,광진구,엘피지,2270,5,251,60,2586
2019-10-01,광진구,전기,158,,,,158
2019-10-01,광진구,전기,7,,,,7
2019-10-01,광진구,하이브리드(LPG+전기),59,,,,59
2019-10-01,광진구,하이브리드(경유+전기),2,,,,2
2019-10-01,광진구,하이브리드(휘발유+전기),2297,,,,2297
2019-10-01,광진구,하이브리드(휘발유+전기),27,,,,27
2019-10-01,광진구,휘발유,20614,5,25,,20644
2019-10-01,광진구,휘발유,261,1,,,262
2019-10-01,광진구,휘발유(무연),28609,23,25,,28657
2019-10-01,광진구,휘발유(무연),399,,,,399
2019-10-01,광진구,휘발유(유연),41,,,,41
2019-10-01,동대문구,CNG,11,2,18,,31
2019-10-01,동대문구,CNG,,21,,,21
2019-10-01,동대문구,경유,23400,2939,9612,82,36033
2019-10-01,동대문구,경유,264,96,1798,91,2249
2019-10-01,동대문구,기타연료,3,38,114,3,158
2019-10-01,동대문구,기타연료,,,7,,7
2019-10-01,동대문구,수소,3,,,,3
2019-10-01,동대문구,엘피지,5212,570,969,2,6753
2019-10-01,동대문구,엘피지,2205,5,330,,2540
2019-10-01,동대문구,전기,141,,1,,142
2019-10-01,동대문구,전기,10,,1,,11
2019-10-01,동대문구,하이브리드(LPG+전기),59,,,,59
2019-10-01,동대문구,하이브리드(휘발유+전기),1943,,,,1943
2019-10-01,동대문구,하이브리드(휘발유+전기),43,,,,43
2019-10-01,동대문구,휘발유,19333,8,42,,19383
2019-10-01,동대문구,휘발유,147,,,,147
2019-10-01,동대문구,휘발유(무연),28052,27,25,,28104
2019-10-01,동대문구,휘발유(무연),166,,,,166
2019-10-01,동대문구,휘발유(유연),34,,,,34
2019-10-01,중랑구,CNG,20,2,11,,33
2019-10-01,중랑구,CNG,,360,,,360
2019-10-01,중랑구,경유,26341,3319,11283,103,41046
2019-10-01,중랑구,경유,204,185,2323,314,3026
2019-10-01,중랑구,기타연료,2,45,86,5,138
2019-10-01,중랑구,기타연료,,,17,,17
2019-10-01,중랑구,수소,6,,,,6
2019-10-01,중랑구,엘피지,7009,726,1059,,8794
2019-10-01,중랑구,엘피지,5329,26,357,,5712
2019-10-01,중랑구,전기,170,,,,170
2019-10-01,중랑구,전기,20,,,,20
2019-10-01,중랑구,하이브리드(LPG+전기),56,,,,56
2019-10-01,중랑구,하이브리드(경유+전기),1,,,,1
2019-10-01,중랑구,하이브리드(휘발유+전기),1854,,,,1854
2019-10-01,중랑구,하이브리드(휘발유+전기),12,,,,12
2019-10-01,중랑구,휘발유,19384,12,35,,19431
2019-10-01,중랑구,휘발유,24,,,,24
2019-10-01,중랑구,휘발유(무연),31614,15,29,1,31659
2019-10-01,중랑구,휘발유(무연),411,,,,411
2019-10-01,중랑구,휘발유(유연),28,,,,28
2019-10-01,성북구,CNG,13,2,6,,21
2019-10-01,성북구,CNG,,762,,,762
2019-10-01,성북구,경유,29572,3240,8328,77,41217
2019-10-01,성북구,경유,52,382,1357,106,1897
2019-10-01,성북구,기타연료,2,44,128,3,177
2019-10-01,성북구,기타연료,,,4,,4
2019-10-01,성북구,수소,10,,,,10
2019-10-01,성북구,엘피지,6243,612,795,,7650
2019-10-01,성북구,엘피지,2426,2,302,,2730
2019-10-01,성북구,전기,220,,1,,221
2019-10-01,성북구,전기,48,19,,,67
2019-10-01,성북구,하이브리드(CNG+전기),,3,,,3
2019-10-01,성북구,하이브리드(LPG+전기),61,,,,61
2019-10-01,성북구,하이브리드(경유+전기),2,,,,2
2019-10-01,성북구,하이브리드(휘발유+전기),2838,,,,2838
2019-10-01,성북구,휘발유,24806,15,39,,24860
2019-10-01,성북구,휘발유,4,,,,4
2019-10-01,성북구,휘발유(무연),36443,21,17,,36481
2019-10-01,성북구,휘발유(무연),40,,,,40
2019-10-01,성북구,휘발유(유연),36,,,,36
2019-10-01,강북구,CNG,13,1,8,,22
2019-10-01,강북구,CNG,,676,1,,677
2019-10-01,강북구,경유,18070,2488,7080,56,27694
2019-10-01,강북구,경유,28,43,1039,102,1212
2019-10-01,강북구,기타연료,1,18,64,1,84
2019-10-01,강북구,기타연료,,,1,,1
2019-10-01,강북구,수소,2,,,,2
2019-10-01,강북구,엘피지,5106,579,726,,6411
2019-10-01,강북구,엘피지,2358,3,213,,2574
2019-10-01,강북구,전기,120,,,,120
2019-10-01,강북구,전기,25,,1,,26
2019-10-01,강북구,하이브리드(LPG+전기),53,,,,53
2019-10-01,강북구,하이브리드(LPG+전기),1,,,,1
2019-10-01,강북구,하이브리드(경유+전기),2,,,,2
2019-10-01,강북구,하이브리드(휘발유+전기),1315,,,,1315
2019-10-01,강북구,휘발유,13536,11,23,1,13571
2019-10-01,강북구,휘발유,4,,,,4
2019-10-01,강북구,휘발유(무연),22477,17,10,,22504
2019-10-01,강북구,휘발유(무연),48,,,,48
2019-10-01,강북구,휘발유(유연),22,,,,22
2019-10-01,도봉구,CNG,16,2,6,,24
2019-10-01,도봉구,CNG,,340,,,340
2019-10-01,도봉구,경유,22250,2656,8146,79,33131
2019-10-01,도봉구,경유,59,63,1541,157,1820
2019-10-01,도봉구,기타연료,1,51,85,,137
2019-10-01,도봉구,기타연료,,,8,,8
2019-10-01,도봉구,수소,7,,,,7
2019-10-01,도봉구,엘피지,6059,573,752,1,7385
2019-10-01,도봉구,엘피지,4779,13,300,,5092
2019-10-01,도봉구,전기,138,,,,138
2019-10-01,도봉구,전기,46,,,,46
2019-10-01,도봉구,하이브리드(CNG+전기),,8,,,8
2019-10-01,도봉구,하이브리드(LPG+전기),65,,,,65
2019-10-01,도봉구,하이브리드(경유+전기),2,,,,2
2019-10-01,도봉구,하이브리드(휘발유+전기),1737,,,,1737
2019-10-01,도봉구,하이브리드(휘발유+전기),5,,,,5
2019-10-01,도봉구,휘발유,17598,10,22,,17630
2019-10-01,도봉구,휘발유,52,,,,52
2019-10-01,도봉구,휘발유(무연),28870,13,19,,28902
2019-10-01,도봉구,휘발유(무연),60,,,,60
2019-10-01,도봉구,휘발유(유연),33,,,,33
2019-10-01,노원구,CNG,29,4,7,,40
2019-10-01,노원구,CNG,,591,,,591
2019-10-01,노원구,경유,35832,3743,10074,79,49728
2019-10-01,노원구,경유,120,295,1702,264,2381
2019-10-01,노원구,기타연료,2,62,143,2,209
2019-10-01,노원구,기타연료,,,14,,14
2019-10-01,노원구,수소,4,,,,4
2019-10-01,노원구,엘피지,10131,719,951,1,11802
2019-10-01,노원구,엘피지,5780,6,336,,6122
2019-10-01,노원구,전기,216,1,,,217
2019-10-01,노원구,전기,16,,,,16
2019-10-01,노원구,하이브리드(CNG+전기),,31,,,31
2019-10-01,노원구,하이브리드(LPG+전기),105,,,,105
2019-10-01,노원구,하이브리드(경유+전기),3,,,,3
2019-10-01,노원구,하이브리드(휘발유+전기),3366,,,,3366
2019-10-01,노원구,하이브리드(휘발유+전기),3,,,,3
2019-10-01,노원구,휘발유,29442,7,38,,29487
2019-10-01,노원구,휘발유,42,,,,42
2019-10-01,노원구,휘발유(무연),47675,24,17,,47716
2019-10-01,노원구,휘발유(무연),198,,,,198
2019-10-01,노원구,휘발유(유연),51,,,,51
2019-10-01,은평구,CNG,14,2,12,,28
2019-10-01,은평구,CNG,2,714,,,716
2019-10-01,은평구,경유,30189,3486,10140,87,43902
2019-10-01,은평구,경유,63,57,1667,191,1978
2019-10-01,은평구,기타연료,2,45,119,5,171
2019-10-01,은평구,기타연료,,,1,,1
2019-10-01,은평구,수소,20,,,,20
2019-10-01,은평구,수소,5,,,,5
2019-10-01,은평구,엘피지,7663,749,879,,9291
2019-10-01,은평구,엘피지,4006,7,250,,4263
2019-10-01,은평구,전기,198,,,1,199
2019-10-01,은평구,전기,15,,,,15
2019-10-01,은평구,하이브리드(CNG+전기),,1,,,1
2019-10-01,은평구,하이브리드(LPG+전기),113,,,,113
2019-10-01,은평구,하이브리드(경유+전기),3,,,,3
2019-10-01,은평구,하이브리드(휘발유+전기),2850,,,,2850
2019-10-01,은평구,하이브리드(휘발유+전기),2,,,,2
2019-10-01,은평구,휘발유,26064,13,38,,26115
2019-10-01,은평구,휘발유,5,,1,,6
2019-10-01,은평구,휘발유(무연),40221,22,27,,40270
2019-10-01,은평구,휘발유(무연),79,,,,79
2019-10-01,은평구,휘발유(유연),41,,,,41
2019-10-01,서대문구,CNG,9,10,13,,32
2019-10-01,서대문구,CNG,2,281,,,283
2019-10-01,서대문구,경유,20004,2417,5947,74,28442
2019-10-01,서대문구,경유,271,168,1689,232,2360
2019-10-01,서대문구,기타연료,2,43,70,1,116
2019-10-01,서대문구,기타연료,,,44,,44
2019-10-01,서대문구,수소,18,,,,18
2019-10-01,서대문구,엘피지,4327,373,542,,5242
2019-10-01,서대문구,엘피지,2849,9,125,,2983
2019-10-01,서대문구,전기,171,,,,171
2019-10-01,서대문구,전기,14,,,,14
2019-10-01,서대문구,하이브리드(CNG+전기),,2,,,2
2019-10-01,서대문구,하이브리드(LPG+전기),55,,,,55
2019-10-01,서대문구,하이브리드(경유+전기),2,,,,2
2019-10-01,서대문구,하이브리드(휘발유+전기),2190,,,,2190
2019-10-01,서대문구,하이브리드(휘발유+전기),6,,,,6
2019-10-01,서대문구,휘발유,18524,13,28,,18565
2019-10-01,서대문구,휘발유,24,2,,,26
2019-10-01,서대문구,휘발유(무연),26311,11,23,,26345
2019-10-01,서대문구,휘발유(무연),344,,,,344
2019-10-01,서대문구,휘발유(유연),36,,,,36
2019-10-01,마포구,CNG,26,1,26,,53
2019-10-01,마포구,CNG,,290,1,,291
2019-10-01,마포구,경유,27511,2739,8907,119,39276
2019-10-01,마포구,경유,672,445,1930,125,3172
2019-10-01,마포구,기타연료,2,52,131,7,192
2019-10-01,마포구,기타연료,,,50,,50
2019-10-01,마포구,수소,22,,,,22
2019-10-01,마포구,엘피지,4832,587,811,,6230
2019-10-01,마포구,엘피지,2550,2,141,,2693
2019-10-01,마포구,전기,286,,,,286
2019-10-01,마포구,전기,14,,,,14
2019-10-01,마포구,하이브리드(LPG+전기),63,,,,63
2019-10-01,마포구,하이브리드(경유+전기),2,,,,2
2019-10-01,마포구,하이브리드(휘발유+전기),3212,,,,3212
2019-10-01,마포구,하이브리드(휘발유+전기),16,,,,16
2019-10-01,마포구,휘발유,26751,21,62,2,26836
2019-10-01,마포구,휘발유,61,,,,61
2019-10-01,마포구,휘발유(무연),34585,23,39,,34647
2019-10-01,마포구,휘발유(무연),733,,,,733
2019-10-01,마포구,휘발유(유연),33,,,,33
2019-10-01,양천구,CNG,19,2,18,,39
2019-10-01,양천구,CNG,,649,,,649
2019-10-01,양천구,경유,34305,3423,11458,152,49338
2019-10-01,양천구,경유,64,138,2546,407,3155
2019-10-01,양천구,기타연료,2,51,146,3,202
2019-10-01,양천구,기타연료,,,43,,43
2019-10-01,양천구,수소,14,,,,14
2019-10-01,양천구,수소,1,,,,1
2019-10-01,양천구,엘피지,8068,719,951,1,9739
2019-10-01,양천구,엘피지,4481,6,213,,4700
2019-10-01,양천구,전기,236,,1,,237
2019-10-01,양천구,전기,40,,1,,41
2019-10-01,양천구,하이브리드(LPG+전기),91,,,,91
2019-10-01,양천구,하이브리드(LPG+전기),3,,,,3
2019-10-01,양천구,하이브리드(경유+전기),2,,,,2
2019-10-01,양천구,하이브리드(휘발유+전기),3670,,,,3670
2019-10-01,양천구,하이브리드(휘발유+전기),2,,,,2
2019-10-01,양천구,휘발유,32828,14,36,,32878
2019-10-01,양천구,휘발유,10,,,,10
2019-10-01,양천구,휘발유(무연),44826,21,38,,44885
2019-10-01,양천구,휘발유(무연),104,,,,104
2019-10-01,양천구,휘발유(유연),38,,,,38
2019-10-01,강서구,CNG,38,6,13,,57
2019-10-01,강서구,CNG,2,392,,,394
2019-10-01,강서구,경유,45720,4847,15946,160,66673
2019-10-01,강서구,경유,985,1068,3288,253,5594
2019-10-01,강서구,기타연료,4,71,181,3,259
2019-10-01,강서구,기타연료,,,26,,26
2019-10-01,강서구,수소,15,,,,15
2019-10-01,강서구,엘피지,11540,969,1359,,13868
2019-10-01,강서구,엘피지,8011,26,298,,8335
2019-10-01,강서구,전기,263,,,,263
2019-10-01,강서구,전기,105,,1,,106
2019-10-01,강서구,하이브리드(LPG+전기),109,,,,109
2019-10-01,강서구,하이브리드(LPG+전기),1,,,,1
2019-10-01,강서구,하이브리드(경유+전기),3,,,,3
2019-10-01,강서구,하이브리드(휘발유+전기),4662,,,,4662
2019-10-01,강서구,하이브리드(휘발유+전기),3234,,,,3234
2019-10-01,강서구,휘발유,39674,22,52,,39748
2019-10-01,강서구,휘발유,137,2,,,139
2019-10-01,강서구,휘발유(무연),59455,30,39,1,59525
2019-10-01,강서구,휘발유(무연),741,1,,,742
2019-10-01,강서구,휘발유(유연),76,,,,76
2019-10-01,구로구,CNG,29,3,9,,41
2019-10-01,구로구,CNG,1,346,,,347
2019-10-01,구로구,경유,33637,4747,13647,170,52201
2019-10-01,구로구,경유,1546,343,2439,190,4518
2019-10-01,구로구,기타연료,,47,162,4,213
2019-10-01,구로구,기타연료,,,28,,28
2019-10-01,구로구,수소,14,,,,14
2019-10-01,구로구,엘피지,7565,634,898,1,9098
2019-10-01,구로구,엘피지,5572,7,261,,5840
2019-10-01,구로구,전기,197,,,,197
2019-10-01,구로구,전기,55,,1,,56
2019-10-01,구로구,하이브리드(LPG+전기),103,,,,103
2019-10-01,구로구,하이브리드(LPG+전기),2,,,,2
2019-10-01,구로구,하이브리드(휘발유+전기),2900,,,,2900
2019-10-01,구로구,하이브리드(휘발유+전기),131,,,,131
2019-10-01,구로구,휘발유,25517,16,42,,25575
2019-10-01,구로구,휘발유,251,,,,251
2019-10-01,구로구,휘발유(무연),39993,16,29,,40038
2019-10-01,구로구,휘발유(무연),2722,,,,2722
2019-10-01,구로구,휘발유(유연),41,,,,41
2019-10-01,구로구,휘발유(유연),3,,,,3
2019-10-01,금천구,CNG,20,2,4,,26
2019-10-01,금천구,CNG,,395,,,395
2019-10-01,금천구,경유,21261,3230,10182,73,34746
2019-10-01,금천구,경유,234,94,2157,85,2570
2019-10-01,금천구,기타연료,1,28,71,2,102
2019-10-01,금천구,기타연료,,,36,,36
2019-10-01,금천구,수소,10,,,,10
2019-10-01,금천구,수소,1,,,,1
2019-10-01,금천구,엘피지,4240,452,681,1,5374
2019-10-01,금천구,엘피지,2472,3,176,,2651
2019-10-01,금천구,전기,137,,6,,143
2019-10-01,금천구,전기,80,,1,,81
2019-10-01,금천구,하이브리드(LPG+전기),61,,,,61
2019-10-01,금천구,하이브리드(LPG+전기),5,,,,5
2019-10-01,금천구,하이브리드(경유+전기),,1,,,1
2019-10-01,금천구,하이브리드(휘발유+전기),1623,,,,1623
2019-10-01,금천구,하이브리드(휘발유+전기),19,,,,19
2019-10-01,금천구,휘발유,14364,10,36,1,14411
2019-10-01,금천구,휘발유,19,,,,19
2019-10-01,금천구,휘발유(무연),24833,9,16,,24858
2019-10-01,금천구,휘발유(무연),238,,,,238
2019-10-01,금천구,휘발유(유연),38,,,,38
2019-10-01,금천구,휘발유(유연),1,,,,1
2019-10-01,영등포구,CNG,11,3,23,,37
2019-10-01,영등포구,CNG,1,75,,,76
2019-10-01,영등포구,경유,32647,4239,13751,564,51201
2019-10-01,영등포구,경유,533,158,3764,613,5068
2019-10-01,영등포구,기타연료,4,48,132,3,187
2019-10-01,영등포구,기타연료,,,209,2,211
2019-10-01,영등포구,수소,20,,,,20
2019-10-01,영등포구,엘피지,5869,545,953,6,7373
2019-10-01,영등포구,엘피지,2569,1,272,,2842
2019-10-01,영등포구,전기,426,,,,426
2019-10-01,영등포구,전기,401,,,,401
2019-10-01,영등포구,하이브리드(LPG+전기),77,,,,77
2019-10-01,영등포구,하이브리드(LPG+전기),28,,,,28
2019-10-01,영등포구,하이브리드(경유+전기),4,,,,4
2019-10-01,영등포구,하이브리드(휘발유+전기),3653,,,,3653
2019-10-01,영등포구,하이브리드(휘발유+전기),199,,,,199
2019-10-01,영등포구,휘발유,28955,18,56,,29029
2019-10-01,영등포구,휘발유,39,,,,39
2019-10-01,영등포구,휘발유(무연),40192,21,39,,40252
2019-10-01,영등포구,휘발유(무연),725,,,,725
2019-10-01,영등포구,휘발유(유연),57,,,,57
2019-10-01,동작구,CNG,15,,5,,20
2019-10-01,동작구,CNG,,53,,,53
2019-10-01,동작구,경유,25281,2544,6829,93,34747
2019-10-01,동작구,경유,14,81,998,284,1377
2019-10-01,동작구,기타연료,2,33,69,2,106
2019-10-01,동작구,기타연료,,,5,,5
2019-10-01,동작구,수소,9,,,,9
2019-10-01,동작구,엘피지,5636,479,634,1,6750
2019-10-01,동작구,엘피지,1115,,134,,1249
2019-10-01,동작구,전기,225,,3,,228
2019-10-01,동작구,전기,15,,,,15
2019-10-01,동작구,하이브리드(LPG+전기),73,,,,73
2019-10-01,동작구,하이브리드(LPG+전기),1,,,,1
2019-10-01,동작구,하이브리드(경유+전기),2,,,,2
2019-10-01,동작구,하이브리드(휘발유+전기),3086,,,,3086
2019-10-01,동작구,하이브리드(휘발유+전기),1,,,,1
2019-10-01,동작구,휘발유,24249,14,24,1,24288
2019-10-01,동작구,휘발유(무연),33753,11,21,,33785
2019-10-01,동작구,휘발유(무연),12,,,,12
2019-10-01,동작구,휘발유(유연),38,,,,38
2019-10-01,관악구,CNG,19,10,9,1,39
2019-10-01,관악구,CNG,3,241,,,244
2019-10-01,관악구,경유,28544,3580,9301,90,41515
2019-10-01,관악구,경유,172,47,1749,177,2145
2019-10-01,관악구,기타연료,,26,98,1,125
2019-10-01,관악구,기타연료,,,11,,11
2019-10-01,관악구,수소,5,,,,5
2019-10-01,관악구,엘피지,7090,652,909,1,8652
2019-10-01,관악구,엘피지,2828,1,269,,3098
2019-10-01,관악구,전기,191,,1,,192
2019-10-01,관악구,전기,19,,,,19
2019-10-01,관악구,하이브리드(LPG+전기),111,,,,111
2019-10-01,관악구,하이브리드(경유+전기),2,,,,2
2019-10-01,관악구,하이브리드(휘발유+전기),2849,,,,2849
2019-10-01,관악구,하이브리드(휘발유+전기),11,,,,11
2019-10-01,관악구,휘발유,23894,13,32,,23939
2019-10-01,관악구,휘발유,10,,,,10
2019-10-01,관악구,휘발유(무연),37313,14,30,,37357
2019-10-01,관악구,휘발유(무연),164,,,,164
2019-10-01,관악구,휘발유(유연),47,,,,47
2019-10-01,서초구,CNG,29,4,29,1,63
2019-10-01,서초구,CNG,,487,,,487
2019-10-01,서초구,경유,38659,3324,10841,168,52992
2019-10-01,서초구,경유,2322,292,4778,164,7556
2019-10-01,서초구,기타연료,6,85,194,17,302
2019-10-01,서초구,기타연료,,,89,,89
2019-10-01,서초구,수소,60,,,,60
2019-10-01,서초구,수소,7,,,,7
2019-10-01,서초구,엘피지,4624,598,763,1,5986
2019-10-01,서초구,엘피지,1889,10,141,,2040
2019-10-01,서초구,전기,791,1,10,,802
2019-10-01,서초구,전기,56,,,,56
2019-10-01,서초구,하이브리드(LPG+전기),67,,,,67
2019-10-01,서초구,하이브리드(경유+전기),5,,,,5
2019-10-01,서초구,하이브리드(휘발유+전기),6461,,,,6461
2019-10-01,서초구,하이브리드(휘발유+전기),244,,,,244
2019-10-01,서초구,휘발유,50125,48,70,1,50244
2019-10-01,서초구,휘발유,1452,4,,,1456
2019-10-01,서초구,휘발유(무연),51064,29,56,1,51150
2019-10-01,서초구,휘발유(무연),1337,,,,1337
2019-10-01,서초구,휘발유(유연),69,,,,69
2019-10-01,강남구,CNG,43,3,34,,80
2019-10-01,강남구,CNG,,195,,,195
2019-10-01,강남구,경유,49991,4089,12492,222,66794
2019-10-01,강남구,경유,2126,553,1639,163,4481
2019-10-01,강남구,기타연료,14,107,185,17,323
2019-10-01,강남구,기타연료,,1,294,,295
2019-10-01,강남구,수소,49,,,,49
2019-10-01,강남구,수소,1,,,,1
2019-10-01,강남구,엘피지,6059,842,1001,1,7903
2019-10-01,강남구,엘피지,4190,55,76,,4321
2019-10-01,강남구,전기,711,,1,,712
2019-10-01,강남구,전기,4549,,,,4549
2019-10-01,강남구,하이브리드(LPG+전기),102,,,,102
2019-10-01,강남구,하이브리드(경유+전기),8,,,,8
2019-10-01,강남구,하이브리드(휘발유+전기),10092,,,,10092
2019-10-01,강남구,하이브리드(휘발유+전기),1172,,,,1172
2019-10-01,강남구,휘발유,67296,46,123,5,67470
2019-10-01,강남구,휘발유,323,2,,,325
2019-10-01,강남구,휘발유(무연),62017,55,105,2,62179
2019-10-01,강남구,휘발유(무연),3335,,,,3335
2019-10-01,강남구,휘발유(유연),85,,,,85
2019-10-01,강남구,휘발유(유연),2,,,,2
2019-10-01,송파구,CNG,54,,31,,85
2019-10-01,송파구,CNG,3,888,,,891
2019-10-01,송파구,경유,54469,4334,20416,143,79362
2019-10-01,송파구,경유,417,721,4227,266,5631
2019-10-01,송파구,기타연료,2,101,268,6,377
2019-10-01,송파구,기타연료,,,54,,54
2019-10-01,송파구,수소,32,,,,32
2019-10-01,송파구,엘피지,9516,895,1417,2,11830
2019-10-01,송파구,엘피지,5613,12,372,,5997
2019-10-01,송파구,전기,485,,9,,494
2019-10-01,송파구,전기,33,,,,33
2019-10-01,송파구,하이브리드(CNG+전기),,4,,,4
2019-10-01,송파구,하이브리드(LPG+전기),159,,,,159
2019-10-01,송파구,하이브리드(경유+전기),8,,,,8
2019-10-01,송파구,하이브리드(휘발유+전기),7148,,,,7148
2019-10-01,송파구,하이브리드(휘발유+전기),10,,,,10
2019-10-01,송파구,휘발유,56948,23,79,,57050
2019-10-01,송파구,휘발유,94,,,,94
2019-10-01,송파구,휘발유(무연),70323,29,48,,70400
2019-10-01,송파구,휘발유(무연),429,,,,429
2019-10-01,송파구,휘발유(유연),105,,,,105
2019-10-01,송파구,휘발유(유연),1,,,,1
2019-10-01,강동구,CNG,35,,23,,58
2019-10-01,강동구,CNG,1,191,,,192
2019-10-01,강동구,경유,31594,3229,11728,60,46611
2019-10-01,강동구,경유,282,347,2077,223,2929
2019-10-01,강동구,기타연료,6,64,138,3,211
2019-10-01,강동구,기타연료,,,41,,41
2019-10-01,강동구,수소,11,,,,11
2019-10-01,강동구,엘피지,7836,724,997,,9557
2019-10-01,강동구,엘피지,5099,11,262,,5372
2019-10-01,강동구,전기,229,,,,229
2019-10-01,강동구,전기,63,10,,,73
2019-10-01,강동구,하이브리드(CNG+전기),,2,,,2
2019-10-01,강동구,하이브리드(LPG+전기),74,,,,74
2019-10-01,강동구,하이브리드(경유+전기),1,,,,1
2019-10-01,강동구,하이브리드(휘발유+전기),3430,,,,3430
2019-10-01,강동구,하이브리드(휘발유+전기),26,,,,26
2019-10-01,강동구,휘발유,27805,18,45,,27868
2019-10-01,강동구,휘발유,65,3,,,68
2019-10-01,강동구,휘발유(무연),40443,19,29,,40491
2019-10-01,강동구,휘발유(무연),239,,,,239
2019-10-01,강동구,휘발유(유연),52,,,,52
2019-11-01,종로구,CNG,7,3,16,,26
2019-11-01,종로구,CNG,,91,,,91
2019-11-01,종로구,경유,10624,3155,3901,125,17805
2019-11-01,종로구,경유,59,225,607,47,938
2019-11-01,종로구,기타연료,2,24,53,8,87
2019-11-01,종로구,기타연료,,,90,,90
2019-11-01,종로구,수소,25,2,,,27
2019-11-01,종로구,엘피지,1640,222,315,,2177
2019-11-01,종로구,엘피지,225,1,120,,346
2019-11-01,종로구,전기,173,,4,,177
2019-11-01,종로구,전기,3,,,,3
2019-11-01,종로구,하이브리드(LPG+전기),38,,,,38
2019-11-01,종로구,하이브리드(경유+전기),1,,,,1
2019-11-01,종로구,하이브리드(휘발유+전기),1470,,,,1470
2019-11-01,종로구,하이브리드(휘발유+전기),8,,,,8
2019-11-01,종로구,휘발유,11322,37,54,1,11414
2019-11-01,종로구,휘발유,8,,,,8
2019-11-01,종로구,휘발유(무연),15125,28,14,1,15168
2019-11-01,종로구,휘발유(무연),192,,,,192
2019-11-01,종로구,휘발유(유연),10,,,,10
2019-11-01,중구,CNG,8,2,10,,20
2019-11-01,중구,CNG,,14,,,14
2019-11-01,중구,경유,11707,2475,4781,85,19048
2019-11-01,중구,경유,607,352,1589,122,2670
2019-11-01,중구,기타연료,4,25,82,16,127
2019-11-01,중구,기타연료,,,153,,153
2019-11-01,중구,수소,12,,,,12
2019-11-01,중구,엘피지,1400,304,415,,2119
2019-11-01,중구,엘피지,823,1,57,,881
2019-11-01,중구,전기,270,2,4,,276
2019-11-01,중구,전기,45,,,,45
2019-11-01,중구,하이브리드(LPG+전기),24,,,,24
2019-11-01,중구,하이브리드(경유+전기),16,,,,16
2019-11-01,중구,하이브리드(휘발유+전기),1304,,,,1304
2019-11-01,중구,하이브리드(휘발유+전기),233,,,,233
2019-11-01,중구,휘발유,11221,16,23,,11260
2019-11-01,중구,휘발유,140,,,,140
2019-11-01,중구,휘발유(무연),12713,12,30,,12755
2019-11-01,중구,휘발유(무연),587,,,,587
2019-11-01,중구,휘발유(유연),16,,,,16
2019-11-01,용산구,CNG,3,1,26,,30
2019-11-01,용산구,CNG,,2,,,2
2019-11-01,용산구,경유,18102,1914,5212,60,25288
2019-11-01,용산구,경유,124,66,1002,41,1233
2019-11-01,용산구,기타연료,144,31,94,5,274
2019-11-01,용산구,기타연료,,,3,,3
2019-11-01,용산구,수소,14,,,,14
2019-11-01,용산구,엘피지,2473,360,432,,3265
